Auteur;Date;Titre;Editeur;Auteur - Titre
Veri L.;1985;Considerazioni sull'evoluzione dei campi abandonati in Abruzzo (Italia Centrale) 3a Nota: Osservazioni sull'evoluzione ed il dinamismo dopo 10 anni;"Coll. Phytosoc. XII, ""Les végétations nitrophiles et anthropogènes"", Bailleul 1983: 417-427";Veri L. - Considerazioni sull'evoluzione dei campi abandonati in Abruzzo (Italia Centrale) 3a Nota: Osservazioni sull'evoluzione ed il dinamismo dopo 10 anni - 1985
Verkaar H.J., Schenkeveld A.J.;1984;Vegetation structure and the regeneration of short-lived forbs in chalk grassland;"Coll. Phytosoc. XI, ""La végétation des pelouses calcaires"", Strasbourg 1982: 487-496";Verkaar H.J., Schenkeveld A.J. - Vegetation structure and the regeneration of short-lived forbs in chalk grassland - 1984
Verrier J.-L.;1984;Observations phytosociologiques sur les serres à Genista cinerea du Quercy Blanc;"Coll. Phytosoc. XI, ""La végétation des pelouses calcaires"", Strasbourg 1982: 629-639";Verrier J.-L. - Observations phytosociologiques sur les serres à Genista cinerea du Quercy Blanc - 1984
Vertes F.;1984;Etude phytosociologique et agronomique des prairies et alpages en moyenne Tarentaise (Savoie).;Documents d'Ecologie Pyrénéennes, III-IV, p. 137-146;Vertes F. - Etude phytosociologique et agronomique des prairies et alpages en moyenne Tarentaise (Savoie). - 1984
Vertes F.;1988;Rôle diagnostic de la phytosociologie pour une évaluation scientifique de la valeur pastorale d'un territoire;"Coll. Phytosoc. XV, ""Phytosociologie et conservation de la nature"", Strasbourg 1987: 667-674";Vertes F. - Rôle diagnostic de la phytosociologie pour une évaluation scientifique de la valeur pastorale d'un territoire - 1988
Vertes F.;1989;Intérêts et limites de l'approche phytosociologique pour l'estimation des ressources fourragères d'un territoire;"Coll. Phytosoc. XVI, ""Phytosociologie et pastoralisme"", Paris 1988: 379-393";Vertes F. - Intérêts et limites de l'approche phytosociologique pour l'estimation des ressources fourragères d'un territoire - 1989
Vevle O.;1988;Synsociological treatment of vegetation complexes in nature reserves of salt marshes in Norway;"Coll. Phytosoc. XV, ""Phytosociologie et conservation de la nature"", Strasbourg 1987: 375-390";Vevle O. - Synsociological treatment of vegetation complexes in nature reserves of salt marshes in Norway - 1988
Vigo J., Carreras J., Carrillo E., Ferre A., Font X., Ninot J.M. & Soriano I.;2000;L'application des données phytosociologiques à la cartographie de la végétation;"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 543-552";Vigo J., Carreras J., Carrillo E., Ferre A., Font X., Ninot J.M. & Soriano I. - L'application des données phytosociologiques à la cartographie de la végétation - 2000
Viguier R., Chermezon H., Le Testu G. & Perrier de la Bathie H.;1928;Archives de Botanique. Tome II: Mémoires.;Société d'Edition du Nord, Caen, 127p.;Viguier R., Chermezon H., Le Testu G. & Perrier de la Bathie H. - Archives de Botanique. Tome II: Mémoires. - 1928
Vlieger J.;1937a;Aperçu sur les unités phytosociologiques supérieures des Pays-Bas.;Comm. SIGMA 57: 335-353.;Vlieger J. - Aperçu sur les unités phytosociologiques supérieures des Pays-Bas. - 1937a
Vlieger J.;1937b;Plantensociologische waarnemingen in de omgeving van eibergen.;Bijlage 7: 61-85.;Vlieger J. - Plantensociologische waarnemingen in de omgeving van eibergen. - 1937b
Vlieger J.;1937c;Plantensociologische aanteekeningen in de omgeving van blokzijl.;Nederlandsch kruidkundig archief 47: 374-388.;Vlieger J. - Plantensociologische aanteekeningen in de omgeving van blokzijl. - 1937c
Vollmar F;1947;Die Pflanzengesellschaften des Murnauer Moores. Teil I.;Ber. Bayer. Bot. Ges. Erforsch. Heim. Flora XXVII: 13-97.;Vollmar F - Die Pflanzengesellschaften des Murnauer Moores. Teil I. - 1947
Vuillemenot M.;2009;Typologie et inventaire quantitatif des groupements végétaux du plateau de Nozeroy (39). Amélioration de la connaissance et évaluation des habitats de Franche-Comté. ;Conservatoire botanique de Franche-Comté/DIREN Franche-Comte, Besançon, 270p. ;Vuillemenot M. - Typologie et inventaire quantitatif des groupements végétaux du plateau de Nozeroy (39). Amélioration de la connaissance et évaluation des habitats de Franche-Comté.  - 2009
Vuillemenot M. & Hans E.;2006;La flore et les groupements végétaux liés aux cours d'eau et aux zones humides dans les vallées du Doubs et de quelques uns de ses affluents.;Conservatoire botanique de Franche-Comté/DIREN Franche-Comte, Besançon, 245p. ;Vuillemenot M. & Hans E. - La flore et les groupements végétaux liés aux cours d'eau et aux zones humides dans les vallées du Doubs et de quelques uns de ses affluents. - 2006
Wagner A.;2000;Minerotrophe Bergkiefernmoore im süddeutschen Alpenvorland Die Carex lasiocarpa-Pinus rotundata-Gesellschaft.;Dissertation, München, 175p. ;Wagner A. - Minerotrophe Bergkiefernmoore im süddeutschen Alpenvorland Die Carex lasiocarpa-Pinus rotundata-Gesellschaft. - 2000
Wagner H.;1950;Das Molinietum coeruleae (pfeifengraswiese) im wiener becken.;Vegetatio II(2-3): 128-165.;Wagner H. - Das Molinietum coeruleae (pfeifengraswiese) im wiener becken. - 1950
Wang Chi-Wu;1961;The forests of China with a survey of grassland and desert vegetation;Harvard University, 313 p.;Wang Chi-Wu - The forests of China with a survey of grassland and desert vegetation - 1961
Wangerin W.;1916;Beiträge zur Kenntnis der Vegetationsverhältnisse einiger Moore der Provinz Westpreussen und des Kreises Lauenburg in Pommern.;Ber. D. Wpr. Bot.-Zool. Vereins. 38: 77-83.;Wangerin W. - Beiträge zur Kenntnis der Vegetationsverhältnisse einiger Moore der Provinz Westpreussen und des Kreises Lauenburg in Pommern. - 1916
Warén H.;1926;Untersuchungen über sphagnumreiche pflanzengesellschaften der moore finnlands.;Acta Soc. pro Fauna et Flora Fenn. 55(8): 1-87.;Warén H. - Untersuchungen über sphagnumreiche pflanzengesellschaften der moore finnlands. - 1926
Wattez J.-R.;1968;Contribution à l'étude de la végétation des marais arrière littoraux de la plaine alluviale picarde.;Thèse, Lille, 378p.;Wattez J.-R. - Contribution à l'étude de la végétation des marais arrière littoraux de la plaine alluviale picarde. - 1968
Wattez J.-R.;1975;Etude phytosociologique des peuplements d’Apium nodiflorum (L.) Lag. et de Nasturtium officinale R.B. dans le Nord de la France.;Doc. Phytosoc. 9-14: 279-290.;Wattez J.-R. - Etude phytosociologique des peuplements d’Apium nodiflorum (L.) Lag. et de Nasturtium officinale R.B. dans le Nord de la France. - 1975
Wattez J.-R.;1976;La végétation des berges des fleuves côtiers du Nord de la France (en amont de leur embouchure).;"Coll. Phytosoc. IV, ""La végétation des vases salées"", Lille 1975: 367-393.";Wattez J.-R. - La végétation des berges des fleuves côtiers du Nord de la France (en amont de leur embouchure). - 1976
Wattez J.-R.;1978;Les Joncaies acidoclines à Juncus acutiflorus Ehr. du nord de la France.;"Coll. Phytosoc. V, ""La végétation des prairies inondables"", Lille 1976:319-338";Wattez J.-R. - Les Joncaies acidoclines à Juncus acutiflorus Ehr. du nord de la France. - 1978
Wattez J.-R.;1983;Le manteau forestier à Sorbus aria de la partie sud de la cuesta du Boulonnais et la lisière des hautes herbes correspondantes;"Coll. Phytosoc. VIII, ""Les lisières forestières"", Lille 1979: 413-430";Wattez J.-R. - Le manteau forestier à Sorbus aria de la partie sud de la cuesta du Boulonnais et la lisière des hautes herbes correspondantes - 1983
Wattez J.-R.;1984;Contribution à l'étude des groupements végétaux xériques implantés sur les substrats crayeux en Picardie occidentale;"Coll. Phytosoc. XI, ""La végétation des pelouses calcaires"", Strasbourg 1982: 117-155";Wattez J.-R. - Contribution à l'étude des groupements végétaux xériques implantés sur les substrats crayeux en Picardie occidentale - 1984
Wattez J.-R.;1985;Etudes phytosociologiques dans la forêt domaniale de Sillé le Guillaume et le massif des Coevrons.;Doc. Phytosoc., NS, IX: 221-300.;Wattez J.-R. - Etudes phytosociologiques dans la forêt domaniale de Sillé le Guillaume et le massif des Coevrons. - 1985
Wattez J.-R.;1986;Influence des facteurs géomorphologiques et topographiques sur la répartition des landes à éricacées;"Coll. Phytosoc. XIII, ""Végétation et Géomorphologie"", Bailleul 1985: 461-468";Wattez J.-R. - Influence des facteurs géomorphologiques et topographiques sur la répartition des landes à éricacées - 1986
Wattez J.-R. & de Foucault B.;1982;La végétation des mollières de Berck (Pas-de-Calais). Etude phytosociologique et écologique.;Mémoire, Lille, 36p.;Wattez J.-R. & de Foucault B. - La végétation des mollières de Berck (Pas-de-Calais). Etude phytosociologique et écologique. - 1982
Wattez J.-R. & De Foucault B.;1984;Les Juniperaies calcicoles pionnières de la Picardie et du Nord de la France;"Coll. Phytosoc. XI, ""La végétation des pelouses calcaires"", Strasbourg 1982: 613-627";Wattez J.-R. & De Foucault B. - Les Juniperaies calcicoles pionnières de la Picardie et du Nord de la France - 1984
Wattez J.-R. & Géhu J.-M;1972;Documents sur le Caricetume lasiocarpae et le Caricetum diandrae picards.;Doc. Phytosoc., NS, I: 39-46. ;Wattez J.-R. & Géhu J.-M - Documents sur le Caricetume lasiocarpae et le Caricetum diandrae picards. - 1972
Wattez J.-R. & Wattez A.;1993;Physionomie et évolution des lisières forestières en Picardie occidentale - Les milieux calcicoles;"Coll. Phytosoc. XX, ""Phytodynamique et Biogéographie historique des forêts"", Bailleul 1991: 383-386";Wattez J.-R. & Wattez A. - Physionomie et évolution des lisières forestières en Picardie occidentale - Les milieux calcicoles - 1993
Westhoff V.;1947;The vegetation of dunes and salt-marshes on the Dutch islands of Terschelling, Vlieland and Texel.;Thèse, Utrecht, 131p.;Westhoff V. - The vegetation of dunes and salt-marshes on the Dutch islands of Terschelling, Vlieland and Texel. - 1947
Westhoff V. & Den Held A.J.;1969;Plantengemeenschappen in Nederland.;Thieme & Cie, Zutphen, 324p.;Westhoff V. & Den Held A.J. - Plantengemeenschappen in Nederland. - 1969
Westhoff V., Dijk I.J. & Passchier H.;1942;Overzicht der plantengemeenschappen in Nederland. ;s Graveland, Amsterdam, 79p.;Westhoff V., Dijk I.J. & Passchier H. - Overzicht der plantengemeenschappen in Nederland.  - 1942
Westhoff V., Dijk I.J. & Passchier H.;1946;Overzicht der plantengemeenschappen in Nederland.;W. Breughel, Amsterdam, 118p.;Westhoff V., Dijk I.J. & Passchier H. - Overzicht der plantengemeenschappen in Nederland. - 1946
Wildpret De La Torre W., Martin Osorio V. E.;2000;"Application de la méthode phytosociologique dans la création d'environnements de végétation autochtones dans le parc urbain du ""Drago de Icod de los Vinos. Tenerife""";"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 999-1005";"Wildpret De La Torre W., Martin Osorio V. E. - Application de la méthode phytosociologique dans la création d'environnements de végétation autochtones dans le parc urbain du ""Drago de Icod de los Vinos. Tenerife"" - 2000"
Willems J.-H.;1984;Preservation and management of Chalk grassland in western Europe;"Coll. Phytosoc. XI, ""La végétation des pelouses calcaires"", Strasbourg 1982: 497-509";Willems J.-H. - Preservation and management of Chalk grassland in western Europe - 1984
Willner  W., Kaner P. & Grabherr G.;2002;Zur Syntaxonomie des eschenreichen Wälder in Österreich.;Österreichisches botanikertreffen 10: 99-102. ;Willner  W., Kaner P. & Grabherr G. - Zur Syntaxonomie des eschenreichen Wälder in Österreich. - 2002
Willner W.;2002;Syntaxonomische Revision der sudmitteleuropaischen Buchenwalder.;Phytocoenologia 32(3): 337-453. ;Willner W. - Syntaxonomische Revision der sudmitteleuropaischen Buchenwalder. - 2002
Willner W.;2006;The association concept revisited.;Phytocoenologia 36(1): 67-76. ;Willner W. - The association concept revisited. - 2006
Wilmanns O.;1986;Welche Geomorphologischen Landschaftselemente Ermöglichen es, dass Pflanzengesellschaften zu Klimazeugen werden?;"Coll. Phytosoc. XIII, ""Végétation et Géomorphologie"", Bailleul 1985: 45-64";Wilmanns O. - Welche Geomorphologischen Landschaftselemente Ermöglichen es, dass Pflanzengesellschaften zu Klimazeugen werden? - 1986
Wilmanns O.;1988;La phytosociologie comme instrument pour la protection des biotopes animaux;"Coll. Phytosoc. XV, ""Phytosociologie et conservation de la nature"", Strasbourg 1987: 13-18";Wilmanns O. - La phytosociologie comme instrument pour la protection des biotopes animaux - 1988
Wilmanns O.;1991;Synopsis phytosociologique du syndynamisme de la végétation du Kaisersthul (plaine rhénane supérieure);"Coll. Phytosoc. XVII, ""Phytosociologie et paysage"", Versailles 1988: 297-307";Wilmanns O. - Synopsis phytosociologique du syndynamisme de la végétation du Kaisersthul (plaine rhénane supérieure) - 1991
Wilzek F.;1935;Die Pflanzengesellschaften des mittelschlesischen Odertales.;Beiträge zur Biologie der Pflanzen XXIII(1): 1-96.;Wilzek F. - Die Pflanzengesellschaften des mittelschlesischen Odertales. - 1935
Wojterski T.;1983;Le Carpino-Prunetum Spinosae dans la région des grandes plaines en Pologne;"Coll. Phytosoc. VIII, ""Les lisières forestières"", Lille 1979: 207-210";Wojterski T. - Le Carpino-Prunetum Spinosae dans la région des grandes plaines en Pologne - 1983
Wojterski T. & Kasprowicz M.;1986;Le relief de la pente et la végétation à travers les étages dans le massif de Babia Gora (Hautes Beskides) dans les Carpathes occidentales;"Coll. Phytosoc. XIII, ""Végétation et Géomorphologie"", Bailleul 1985: 257-265";Wojterski T. & Kasprowicz M. - Le relief de la pente et la végétation à travers les étages dans le massif de Babia Gora (Hautes Beskides) dans les Carpathes occidentales - 1986
Wraber M.;1953;Tipološka podoba vegetacije višjih predelov pohorja.;Biološki vestnik 2: 89-109.;Wraber M. - Tipološka podoba vegetacije višjih predelov pohorja. - 1953
Wraber M.;1958;Predalpski jelov gozd v sloveniji.;Biološki vestnik 6: 36-45.;Wraber M. - Predalpski jelov gozd v sloveniji. - 1958
Yahi N. & Mediouni K.;2000;"Phytosociologie des groupements à Cèdre ""Cedrus atlantica, Manetti"" du massif du Téniet el Had (Algérie)";"Coll. Phytosoc. ""XXVII, Données de la phytosociologie sigmatiste"", Bailleul 1997: 479-490";"Yahi N. & Mediouni K. - Phytosociologie des groupements à Cèdre ""Cedrus atlantica, Manetti"" du massif du Téniet el Had (Algérie) - 2000"
Zanella A.;1993;La végétation forestière de la Flandre française intérieure: synthèse phytosociologique et dynamique;"Coll. Phytosoc. XX, ""Phytodynamique et Biogéographie historique des forêts"", Bailleul 1991: 415-436";Zanella A. - La végétation forestière de la Flandre française intérieure: synthèse phytosociologique et dynamique - 1993
Zlatník A.;1928;Aperçu de la végétation des Krkonoše (Riesengebirge).;Preslia 7: 94-152.;Zlatník A. - Aperçu de la végétation des Krkonoše (Riesengebirge). - 1928
Zobrist L.;1935;Pflanzensoziologische und bodenkundliche Untersuchungen des Schoenetum nigricantis im nordschweizerischen Mitellande.;Beiträge zur geobotanischen Landesaufnahme 18, Hans Huber, Bern, 144p.  ;Zobrist L. - Pflanzensoziologische und bodenkundliche Untersuchungen des Schoenetum nigricantis im nordschweizerischen Mitellande. - 1935
Zoller H.;1956;Die Höhenstufen, Wälder, Trockenrasen, Hochweiden und Moore der Vogesen. ;Bull. Soc. Bot. suisse 66: 342-354. ;Zoller H. - Die Höhenstufen, Wälder, Trockenrasen, Hochweiden und Moore der Vogesen.  - 1956
Zonneveld I.S.;1995;The landscape approach in vegetation survey applying floristic classification and remote sensing;"Coll. Phytosoc. XXIII, ""Large area vegetation surveys"", Bailleul 1994: 373-386";Zonneveld I.S. - The landscape approach in vegetation survey applying floristic classification and remote sensing - 1995
